CE_mean,CE_std,CE_max,CE_min,CE_range,CE_kurtosis,CE_skew,CP_mean,CP_std,CP_max,CP_min,CP_range,CP_kurtosis,CP_skew,FS2_mean,FS2_std,FS2_max,FS2_min,FS2_range,FS2_kurtosis,FS2_skew,profile_mean,profile_std,profile_max,profile_min,profile_range,profile_kurtosis,profile_skew,EPS1_mean,EPS1_std,EPS1_max,EPS1_min,EPS1_range,EPS1_kurtosis,EPS1_skew,FS1_mean,FS1_std,FS1_max,FS1_min,FS1_range,FS1_kurtosis,FS1_skew,PS1_mean,PS1_std,PS1_max,PS1_min,PS1_range,PS1_kurtosis,PS1_skew,PS2_mean,PS2_std,PS2_max,PS2_min,PS2_range,PS2_kurtosis,PS2_skew,PS4_mean,PS4_std,PS4_max,PS4_min,PS4_range,PS4_kurtosis,PS4_skew,PS5_mean,PS5_std,PS5_max,PS5_min,PS5_range,PS5_kurtosis,PS5_skew,PS3_mean,PS3_std,PS3_max,PS3_min,PS3_range,PS3_kurtosis,PS3_skew,SE_mean,SE_std,SE_max,SE_min,SE_range,SE_kurtosis,SE_skew,TS1_mean,TS1_std,TS1_max,TS1_min,TS1_range,TS1_kurtosis,TS1_skew,TS2_mean,TS2_std,TS2_max,TS2_min,TS2_range,TS2_kurtosis,TS2_skew,VS1_mean,VS1_std,VS1_max,VS1_min,VS1_range,VS1_kurtosis,VS1_skew,TS3_mean,TS3_std,TS3_max,TS3_min,TS3_range,TS3_kurtosis,TS3_skew,PS6_mean,PS6_std,PS6_max,PS6_min,PS6_range,PS6_kurtosis,PS6_skew,TS4_mean,TS4_std,TS4_max,TS4_min,TS4_range,TS4_kurtosis,TS4_skew,Cooler_Cond,Valve_Cond,Pump_Leak,Accumulator_Press,Stable_Flag
39.60135,6.370535064734906,47.438,28.866,18.572000000000003,-1.4384294156756774,-0.2739113248682667,1.8627499999999997,0.2793851375516345,2.188,1.383,0.8050000000000002,-1.4240726391139265,-0.3544359728020991,10.304591666666655,0.09177151854787624,10.446,10.148,0.29800000000000004,-1.3928481579214376,-0.3174856251525471,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2538.929166666707,185.6161209953697,2951.6,2339.8,611.7999999999997,0.42691058621431077,1.239496049870446,6.709815000000007,3.0154279016127576,18.71,0.0,18.71,1.6857345535144423,-1.403307754487781,160.67349166666625,13.939308553347333,191.51,145.83,45.67999999999998,0.4969798774076182,1.273365948527235,109.46691350000005,47.1145077122594,156.99,0.0,156.99,1.5111131123145718,-1.838312142065685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.842169500000013,0.08815395409747945,10.016,9.681,0.33500000000000085,-1.2682844645939049,-0.001178012924317585,1.9914753333333262,0.945704833795222,10.039,0.0,10.039,6.528604591771868,-0.3736720753908903,59.15718333333337,23.763984035447542,79.568,0.0,79.568,2.654071958977062,-2.083248052998386,35.62198333333334,0.3082298554412129,36.152,35.156,0.9960000000000022,-1.345153022538074,0.037994485389566984,40.97876666666664,0.15430174781424608,41.25,40.773,0.47699999999999676,-1.445544670493853,0.13844485478054303,0.5769500000000001,0.027078307660611114,0.624,0.532,0.09199999999999997,-1.2810314569195864,-0.04613975018431562,38.471016666666664,0.08465893520907612,38.613,38.316,0.29699999999999704,-0.6644413673482741,-0.7269774558610436,9.72809749999997,0.08536617142807482,9.887,9.568,0.31900000000000084,-1.2851214842178065,-0.06665943579158869,31.745250000000006,1.1164783712145214,33.594,30.363,3.2310000000000016,-1.4073254092396237,0.25410369894044504,3,100,0,130,1
25.786433333333324,1.6861293491072695,29.208,23.32,5.887999999999998,-1.0876829781590769,0.4113710828210792,1.2555500000000002,0.0746050448151089,1.414,1.147,0.2669999999999999,-1.1443064361567679,0.41264068418510136,10.403098333333327,0.019161870804023103,10.453,10.352,0.10099999999999909,-0.36683141899578775,-0.0005098645003234965,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2531.498900000043,189.94008895356455,2947.4,2332.0,615.4000000000001,0.4249208227006882,1.2670225453467294,6.715314999999993,3.0062481343890286,18.712,0.0,18.712,1.6617194531549293,-1.450100269349944,160.60332000000074,14.118967490038667,191.47,145.73,45.74000000000001,0.46155819762451467,1.2790102245291486,109.3548903333334,47.04561102371871,157.56,0.0,157.56,1.5133470049885647,-1.8388105071599714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.635142166666707,0.038391803948333414,9.745,9.557,0.18799999999999883,-0.5634831665757143,0.28984477830955463,1.9762343333333219,0.9419670261749763,9.992,0.0,9.992,6.956540162190337,-0.31289189979073745,59.33561666666665,23.85791812211936,80.441,0.0,80.441,2.635399454034163,-2.074927167588483,36.676966666666665,0.5857401797658159,37.488,35.648,1.8399999999999963,-1.3619318063864079,-0.2988163116801828,41.53276666666667,0.338234467200284,42.105,41.031,1.073999999999998,-1.4538604606108643,0.1182225663318003,0.5658500000000001,0.027240812476994492,0.626,0.524,0.10199999999999998,-0.15292842840412257,0.7906953274492519,38.97896666666667,0.1769205477777774,39.254,38.668,0.5859999999999985,-0.9368556528468166,-0.06968271501811475,9.529487833333397,0.03631606616107766,9.637,9.454,0.18299999999999983,-0.5145445199980738,0.2363393427013943,34.49386666666666,0.43531249117358356,35.148,33.648,1.5,-1.053366407390501,-0.3131756214400891,3,100,0,130,1
22.21823333333334,0.6383451159096073,23.554,21.22,2.3339999999999996,-1.094452229463295,0.3120962132205622,1.113216666666666,0.023263480995384122,1.159,1.076,0.08299999999999996,-0.8486199933248733,0.2519999072918929,10.366249999999996,0.026361190297920986,10.443,10.296,0.14700000000000024,-0.41987702860537146,0.07405618522998306,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2519.9280000000276,190.73684957806222,2939.8,2318.6,621.2000000000003,0.42704990323205694,1.2709226121343968,6.718521666666663,3.0142483000278766,18.698,0.0,18.698,1.6482603092277994,-1.4354538072837084,160.34771999999944,14.19261854410434,191.41,145.37,46.03999999999999,0.46552194964976445,1.283171433646839,109.15884466666672,46.99206026756266,156.97,0.0,156.97,1.5107386353662875,-1.8380048077886397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5305478333333,0.035816651398362244,9.64,9.455,0.1850000000000005,-0.49270856131951435,0.18693600353159268,1.9722239999999964,0.9435008349023979,10.914,0.0,10.914,8.221050737054345,-0.19607181724649178,59.543150000000004,23.923380524559676,80.824,0.0,80.824,2.6526700620012815,-2.080158290671263,37.88080000000001,0.559169080884261,38.621,36.879,1.7420000000000044,-1.2393913049497232,-0.4641681726263033,42.44245000000001,0.39058823196449827,43.039,41.832,1.2070000000000007,-1.4565116756754035,-0.04326451252836629,0.5765333333333332,0.03672918142787259,0.662,0.529,0.133,0.060973101134890406,0.9582273181523054,39.63194999999999,0.2511332568814099,40.062,39.234,0.8279999999999959,-0.8801972023948097,0.030373486332240147,9.427948833333366,0.03603099018920474,9.536,9.348,0.18799999999999883,-0.5065144889802444,0.18554663504466506,35.64615,0.29388922304795156,36.141,35.098,1.0429999999999993,-1.0452927118065731,-0.09701418523179871,3,100,0,130,1
20.45981666666667,0.4557550446615631,21.565,19.673,1.892000000000003,-0.16674127259059546,0.18858241129021008,1.0621500000000001,0.024621077507434946,1.107,1.022,0.08499999999999996,-1.0213380141005444,-0.027961397746677413,10.302678333333336,0.02674965614848771,10.382,10.241,0.14100000000000001,-0.32445501097408425,0.2700914166113471,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2511.541633333386,191.27060661314167,2929.6,2310.8,618.7999999999997,0.44322396654570584,1.2776690247698692,6.720564999999993,3.020175558326619,18.896,0.0,18.896,1.6796654198465246,-1.4101976590991832,160.1880883333334,14.22780296081302,191.34,145.14,46.20000000000002,0.47203265139861683,1.286674859331899,109.06480716666653,46.97222148961286,156.44,0.0,156.44,1.509870782212296,-1.8375795337291883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.438826666666722,0.03706858016561715,9.535,9.363,0.1720000000000006,-0.6579784401353406,0.1624969807175538,1.9465754999999827,0.9355342055075659,10.297,0.0,10.297,7.8909233047406735,-0.16624211632162136,59.79489999999999,24.02300457838031,80.93,0.0,80.93,2.653043023915855,-2.0813690584905835,38.879049999999985,0.5161757493696195,39.473,37.887,1.5859999999999985,-1.1077944997987932,-0.5575921927771532,43.40398333333333,0.39847576076959074,43.988,42.805,1.1829999999999998,-1.533251462943583,0.013094574253989888,0.5692666666666667,0.033463801169331675,0.645,0.527,0.118,-0.07314942190827356,1.033801815090331,40.403383333333345,0.2854337817871432,40.934,40.023,0.9109999999999943,-0.8851049578562256,0.45323733792137966,9.337429500000049,0.03737490036035054,9.431,9.257,0.1739999999999995,-0.6683621566768547,0.16023376435228914,36.579466666666654,0.26239674105734306,36.988,36.105,0.8830000000000027,-1.1670176761633193,-0.19516542681328417,3,100,0,130,1
19.787016666666677,0.29015644474899843,20.46,19.133,1.3270000000000017,0.02658818560469456,-0.026240120286343382,1.0704666666666671,0.021477198525347192,1.106,1.016,0.09000000000000008,-0.28178917715385277,-0.4945177186032485,10.23775,0.029170459249407858,10.312,10.179,0.13299999999999912,-0.7464537031333829,0.2764414380683243,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2503.4495000000343,191.25836911633962,2923.8,2301.8,622.0,0.45548451134932,1.2812634790376871,6.690308333333334,3.0115502532988105,18.876,0.0,18.876,1.6430872058414971,-1.4262303407765742,160.0004716666663,14.27643404667432,191.41,144.95,46.46000000000001,0.4832466153480266,1.292638162768029,108.93143433333374,46.87494621975037,158.13,0.0,158.13,1.5119833209787918,-1.8379557422805135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.358761999999949,0.02977908922424999,9.443,9.29,0.15300000000000047,-0.4742930652683288,0.24430818114946312,1.9227069999999837,0.9303354813375965,11.102,0.0,11.102,9.740375034521378,0.01799646194612028,59.455266666666674,23.972261687962575,81.1,0.0,81.1,2.576796537697215,-2.0519258328917855,39.80391666666669,0.5353736630051459,40.391,38.789,1.6019999999999968,-1.1930463482878224,-0.5261145265107733,44.332750000000004,0.37276891669536666,44.887,43.742,1.1450000000000031,-1.4523856372780135,-0.022146417344389557,0.5773666666666666,0.0334835991558461,0.66,0.524,0.136,0.1374998592582668,0.8164690060987025,41.310550000000006,0.29357928071953027,41.777,40.859,0.9179999999999993,-1.1528770507968273,-0.0853843813060981,9.260636166666663,0.028592447370707156,9.342,9.195,0.14700000000000024,-0.458384196321723,0.2052540715812588,37.427899999999994,0.23957056920063974,37.781,36.992,0.7890000000000015,-1.1595413147644518,-0.18607873834771388,3,100,0,130,1
19.149683333333336,0.2772857237559662,19.651,18.588,1.0629999999999988,-0.27936074535635624,-0.3946407652079029,1.0720833333333333,0.02113178316865394,1.109,1.024,0.08499999999999996,-0.250938172241149,-0.32149808760640003,10.178720000000004,0.022447154041011552,10.256,10.126,0.13000000000000078,0.04886364444352287,0.4305192734161021,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2501.007066666737,191.51857129424238,2920.6,2297.0,623.5999999999999,0.4496549407017665,1.2806672212982504,6.699023333333328,3.004857476966868,18.96,0.0,18.96,1.6766293134052646,-1.4394139167300117,159.9202100000004,14.276070682144528,191.28,144.71,46.56999999999999,0.4934028129783119,1.297706230131829,108.88768166666719,46.84425876169353,156.55,0.0,156.55,1.513942558622401,-1.8385957779568145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.301159666666644,0.031070839588500977,9.381,9.233,0.1479999999999997,-0.6373412790928978,0.09270305026584506,1.91328449999999,0.9326029533539479,11.453,0.0,11.453,10.323991446379573,0.1218067779974916,59.56333333333331,23.982168019965442,80.946,0.0,80.946,2.6062828266390317,-2.063526948327045,40.65944999999999,0.5104791177521536,41.227,39.633,1.593999999999994,-1.0569615437809898,-0.5790272286946007,45.17061666666665,0.3699696777161316,45.687,44.605,1.0820000000000007,-1.4604771882308096,-0.07471827442150934,0.5726833333333334,0.030731473220912835,0.643,0.525,0.118,-0.867716429363806,0.5446138546301106,42.12411666666665,0.2663306274301634,42.609,41.746,0.8629999999999995,-1.0275967961576522,0.061553495549894095,9.206877000000002,0.030226381578965376,9.287,9.141,0.1460000000000008,-0.6315559002315716,0.10135442437796308,38.21206666666665,0.21299501598900888,38.586,37.824,0.7620000000000005,-1.0593523380345529,-0.15775522489216554,3,100,0,130,1
18.666383333333332,0.23829529406839164,19.415,18.348,1.0670000000000002,0.9308783884696026,0.9782534346359781,1.0816833333333336,0.012652448904336124,1.11,1.053,0.05700000000000016,0.08006668795655258,0.05269827399148336,10.140809999999998,0.017606643343248594,10.2,10.091,0.10899999999999999,0.06933986742169251,0.19997429391343702,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2494.4169000000775,193.34185518544766,2921.6,2290.0,631.5999999999999,0.44168262120058976,1.2767967150336124,6.6985733333333295,3.012515697774501,19.208,0.0,19.208,1.7253272048084796,-1.4040941548067833,159.67267499999937,14.371118645958965,191.19,144.49,46.69999999999999,0.48571693143387673,1.2934797591951173,108.67646550000013,46.78938870960367,155.04,0.0,155.04,1.5085678950462853,-1.8364956577817644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.233941833333331,0.025515275585164674,9.302,9.17,0.13199999999999967,-0.5732298400950229,0.12001133919228711,1.8880996666666647,0.9157996183063787,10.312,0.0,10.312,8.201142940327305,-0.06630575612966781,59.789899999999975,24.040095192639864,80.848,0.0,80.848,2.6352672911517003,-2.0755098241160326,41.46363333333333,0.5104826883854563,42.062,40.539,1.5229999999999961,-1.1902099085688767,-0.48870614602850915,45.94723333333334,0.3421609476902551,46.457,45.363,1.0940000000000012,-1.3654658724836588,-0.10824750882027488,0.5730333333333333,0.03288808277629702,0.649,0.518,0.131,-0.05252916974223698,0.6814648485999496,42.88811666666665,0.20194965740078374,43.203,42.598,0.605000000000004,-1.2950814710051028,-0.10405585473016356,9.14332016666673,0.025541581562300707,9.208,9.075,0.1330000000000009,-0.5856046089643772,0.0752639672568757,38.93209999999999,0.19430691256665655,39.242,38.562,0.6799999999999997,-1.0430898292382547,-0.2600000375490017,3,100,0,130,1
18.178433333333334,0.33560248714592544,18.788,17.418,1.370000000000001,-0.5042421759016573,-0.36843561453553303,1.0786999999999998,0.018538370652262808,1.105,1.033,0.07200000000000006,0.06031610784506647,-0.72771794151607,10.095978333333333,0.018820774864487442,10.156,10.049,0.1070000000000011,-0.303589647303975,0.041844786875564595,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2489.421533333364,192.1230266935221,2913.0,2285.0,628.0,0.4238607150547389,1.2620654164429435,6.678026666666669,3.0047145452526767,19.333,0.0,19.333,1.7588631712140046,-1.4002619410683599,159.61445166666644,14.387503982431072,191.17,144.41,46.75999999999999,0.4822273420754546,1.2871370280878915,108.6517446666669,46.806641202471575,159.09,0.0,159.09,1.5074391058886656,-1.8358868199455465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.194159166666767,0.026466895965889924,9.26,9.125,0.1349999999999998,-0.719483030095692,-0.029686530995608938,1.8748941666666623,0.9175596581441956,10.398,0.0,10.398,8.633491340597274,0.026660768601877802,59.59061666666667,23.96233051969926,81.01,0.0,81.01,2.6351726570877836,-2.0729766039936326,42.215266666666665,0.4825752199790751,42.734,41.227,1.507000000000005,-1.0006236875805437,-0.6238733483034248,46.66523333333335,0.32350843473491164,47.117,46.187,0.9299999999999997,-1.5168301418752217,-0.06557872918191651,0.5720000000000002,0.037949118477513255,0.669,0.525,0.14400000000000002,0.7284731152746655,1.2407765347879658,43.51988333333331,0.159287937946165,43.875,43.273,0.6019999999999968,-0.6278746909112067,0.3812785760885056,9.105058166666646,0.027312679235965157,9.172,9.04,0.13200000000000145,-0.6976547637838113,-0.055559630854954946,39.55896666666667,0.17140041004901857,39.828,39.227,0.6010000000000062,-1.1899409338407065,-0.13919179784032729,3,100,0,130,1
18.334866666666663,0.3587938583202917,19.081,17.587,1.4939999999999998,-0.42587746574014584,0.3462175839020883,1.1150833333333332,0.0228549528561425,1.168,1.073,0.09499999999999997,-0.020021952757895978,0.8225493392000547,10.039710000000001,0.019307179458197665,10.098,9.991,0.1070000000000011,-0.014516441693238846,0.3677811471687422,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2484.4190666666937,193.5296655770679,2909.4,2279.8,629.5999999999999,0.4416480339404689,1.2700991467187028,6.6716516666666665,3.0138335806328356,19.577,0.0,19.577,1.7729827771402151,-1.365516585941047,159.47574499999968,14.430290295924202,191.14,144.12,47.01999999999998,0.48810498896178256,1.289343858043112,108.52973849999994,46.769665216596714,167.22,0.0,167.22,1.50526004949994,-1.8350630561576582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.144616166666712,0.023758021366170647,9.206,9.085,0.12099999999999866,-0.760706621407119,0.012641620649981422,1.8581203333333367,0.9143539161800993,10.789,0.0,10.789,9.497860501352648,0.1339956011530068,59.608883333333324,23.99526272461809,81.186,0.0,81.186,2.612046793622732,-2.064484684053161,42.89198333333331,0.4555136974132324,43.41,41.977,1.4329999999999998,-1.0245021677581314,-0.6312305920071032,47.339433333333325,0.31305191894444984,47.789,46.855,0.9340000000000046,-1.5408696231359018,0.004561614811898006,0.5670666666666666,0.03256173623544458,0.65,0.516,0.134,0.28321954762996526,0.9075679932378842,44.201249999999966,0.1775105272600349,44.457,43.875,0.5820000000000007,-0.7589593322488994,-0.4792377337866607,9.057066833333351,0.024531870469867476,9.119,9.0,0.11899999999999977,-0.8011459010028839,0.04829988400057256,40.08053333333334,0.17870138586685438,40.402,39.789,0.6129999999999995,-1.1574049563494353,-0.14381516225529725,3,100,0,130,1
18.205733333333335,0.24389820512516452,18.746,17.72,1.0259999999999998,-0.20461029470077863,0.39653448532043584,1.1291333333333335,0.015200877167672468,1.163,1.108,0.05499999999999994,-0.5060055761294939,0.6173408805910929,9.99776166666668,0.01567708994480322,10.053,9.962,0.09100000000000108,-0.09149050276534787,0.32611262194229185,46.8,63.16407206632581,130,0,130,-2.5967935371019273,0.7339389594394135,2480.434866666682,192.7952511840715,2905.4,2274.0,631.4000000000001,0.4651447489093239,1.2775646432914103,6.659990000000001,3.0106461327752654,19.432,0.0,19.432,1.7310912182261466,-1.3829854386304299,159.43799666666678,14.415517657887818,191.16,144.16,47.0,0.4954211706219289,1.2905125896080496,108.51088516666725,46.75187690994255,162.14,0.0,162.14,1.5064425817526672,-1.8357786450954023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.104831499999985,0.0239609083426477,9.173,9.052,0.12100000000000044,-0.7902289129711182,0.06726745840208102,1.8410633333333353,0.9115543885159951,10.758,0.0,10.758,9.62268845975725,0.18700731432690276,59.47373333333334,23.969264811891893,80.907,0.0,80.907,2.5855524794824123,-2.055495402526857,43.532833333333336,0.4566669285330602,44.012,42.641,1.3710000000000022,-1.0331200779940386,-0.584468022649943,47.98141666666667,0.31789638497774786,48.422,47.449,0.972999999999999,-1.3931864255346438,-0.136167765270625,0.5716833333333334,0.031814340475436624,0.653,0.516,0.137,0.04948475098645577,0.5867539742667057,44.79713333333333,0.17485271929920793,45.129,44.527,0.6019999999999968,-0.9393839305112825,-0.1916517711896653,9.019264666666755,0.023900679738678793,9.087,8.965,0.12199999999999989,-0.7328857194010281,0.13473203961888086,40.612549999999985,0.16644797884329213,40.918,40.375,0.5429999999999993,-1.1894512569646327,0.0444951741797929,3,100,0,130,1
